step,t_s,segment,status,traj_t,left_error_m,right_error_m,left_speed_mps,right_speed_mps,left_target_x_m,left_target_y_m,left_target_z_m,left_actual_x_m,left_actual_y_m,left_actual_z_m,right_target_x_m,right_target_y_m,right_target_z_m,right_actual_x_m,right_actual_y_m,right_actual_z_m,tau_00_nm,tau_01_nm,tau_02_nm,tau_03_nm,tau_04_nm,tau_05_nm,tau_06_nm,tau_07_nm,tau_08_nm,tau_09_nm,tau_10_nm,tau_11_nm,tau_12_nm,tau_13_nm,q_00_rad,q_01_rad,q_02_rad,q_03_rad,q_04_rad,q_05_rad,q_06_rad,q_07_rad,q_08_rad,q_09_rad,q_10_rad,q_11_rad,q_12_rad,q_13_rad,qd_00_rad_s,qd_01_rad_s,qd_02_rad_s,qd_03_rad_s,qd_04_rad_s,qd_05_rad_s,qd_06_rad_s,qd_07_rad_s,qd_08_rad_s,qd_09_rad_s,qd_10_rad_s,qd_11_rad_s,qd_12_rad_s,qd_13_rad_s
7560,7.560000,step_3,0,7.561000,0.017464403,0.008185295,0.014977562,0.012325818,0.071867500,0.195360776,0.030730000,0.070780412,0.195281386,0.013299645,0.163132424,-0.192337808,0.040708944,0.164116935,-0.192353242,0.032583087,0.500619607,0.378486154,0.016426559,-0.105453056,0.032225262,0.052771391,0.000337693,0.079722136,-0.407531169,-0.086944542,0.990115629,-0.025064536,-0.049165377,-0.020981598,0.014388680,0.045381749,-0.004393773,0.022263774,0.005877830,-0.051394040,-0.004473194,-0.097322943,-0.045796388,-0.006968215,0.496080340,-0.016632525,0.046354970,0.093757494,0.000665939,-0.030409087,-0.829988753,0.016464720,0.990673424,0.253292880,-0.019794744,-0.024671482,-0.011194205,0.060682863,0.051556595,-0.195979100,-0.208331507,0.011610616
7570,7.570000,step_3,0,7.571000,0.017461884,0.008154738,0.014495327,0.012012273,0.071867500,0.195360776,0.030730000,0.070795844,0.195241080,0.013301442,0.163132424,-0.192337808,0.040708944,0.164120462,-0.192335243,0.032614284,0.500297201,0.379705889,0.016383004,-0.105139522,0.032212632,0.052892402,0.000416516,0.079880561,-0.409399869,-0.087405482,0.990597570,-0.025058367,-0.049249056,-0.021076341,0.014398245,0.045478130,-0.004405785,0.022354618,0.005895718,-0.051535196,-0.004572770,-0.097571892,-0.045845578,-0.006969499,0.496604488,-0.016676798,0.046410390,0.094069520,0.001026616,-0.031412916,-0.829808529,0.016411233,0.990460702,0.254577311,-0.019396851,-0.024776463,-0.010490254,0.060564286,0.051245115,-0.195558036,-0.209061170,0.011141869
7580,7.580000,step_3,0,7.581000,0.017459644,0.008124498,0.014046279,0.011745719,0.071867500,0.195360776,0.030730000,0.070809602,0.195205202,0.013303130,0.163132424,-0.192337808,0.040708944,0.164122960,-0.192319904,0.032645075,0.499944105,0.381019994,0.016336759,-0.104804579,0.032200023,0.053009656,0.000491557,0.080089224,-0.411442375,-0.087907504,0.991143556,-0.025053085,-0.049327680,-0.021163097,0.014411307,0.045564525,-0.004416873,0.022445000,0.005912470,-0.051665222,-0.004668286,-0.097821766,-0.045888297,-0.006970863,0.497125683,-0.016717771,0.046458878,0.094377121,0.001365820,-0.032348637,-0.829631714,0.016365850,0.990252897,0.255795398,-0.019021970,-0.024858933,-0.009883025,0.060429289,0.050966606,-0.195168733,-0.209702636,0.010722195
7590,7.590000,step_3,0,7.591000,0.017457641,0.008094520,0.013632030,0.011528223,0.071867500,0.195360776,0.030730000,0.070821809,0.195173433,0.013304712,0.163132424,-0.192337808,0.040708944,0.164124610,-0.192306784,0.032675522,0.499556765,0.382439142,0.016287392,-0.104446306,0.032187433,0.053122929,0.000562567,0.080351834,-0.413672630,-0.088452994,0.991759144,-0.025048800,-0.049400988,-0.021241398,0.014427644,0.045641636,-0.004427076,0.022535003,0.005928144,-0.051784786,-0.004760003,-0.098072337,-0.045925537,-0.006972484,0.497644266,-0.016755767,0.046501335,0.094680813,0.001682450,-0.033212653,-0.829458456,0.016329034,0.990050332,0.256943621,-0.018671683,-0.024918234,-0.009376867,0.060277067,0.050723200,-0.194812956,-0.210251923,0.010354497
7600,7.600000,step_3,0,7.601000,0.017455840,0.008064752,0.013254201,0.011361880,0.071867500,0.195360776,0.030730000,0.070832591,0.195145438,0.013306196,0.163132424,-0.192337808,0.040708944,0.164125601,-0.192295420,0.032705692,0.499131516,0.383974320,0.016234458,-0.104062726,0.032174857,0.053231991,0.000629297,0.080672179,-0.416104961,-0.089044406,0.992450052,-0.025045628,-0.049468714,-0.021310766,0.014447024,0.045710202,-0.004436429,0.022624712,0.005942800,-0.051894593,-0.004848192,-0.098323369,-0.045958331,-0.006974549,0.498160602,-0.016791129,0.046538703,0.094981143,0.001975389,-0.034001319,-0.829288898,0.016301260,0.989853331,0.258018415,-0.018347599,-0.024953720,-0.008976185,0.060106799,0.050517095,-0.194492495,-0.210704999,0.010041743
7610,7.610000,step_3,0,7.611000,0.017454210,0.008035144,0.012914419,0.011248814,0.071867500,0.195360776,0.030730000,0.070842083,0.195120865,0.013307589,0.163132424,-0.192337808,0.040708944,0.164126128,-0.192285332,0.032735654,0.498664590,0.385636838,0.016177502,-0.103651802,0.032162292,0.053336611,0.000691490,0.081054131,-0.418754091,-0.089684258,0.993222148,-0.025043687,-0.049530592,-0.021370715,0.014469202,0.045770998,-0.004444973,0.022714218,0.005956501,-0.051995388,-0.004933142,-0.098574620,-0.045987760,-0.006977251,0.498675076,-0.016824215,0.046571966,0.095278683,0.002243510,-0.034710938,-0.829123180,0.016283011,0.989662216,0.259016170,-0.018051358,-0.024964752,-0.008685443,0.059917651,0.050350558,-0.194209170,-0.211057779,0.009786966
7620,7.620000,step_3,0,7.621000,0.017452724,0.008005648,0.012614324,0.011187234,0.071867500,0.195360776,0.030730000,0.070850426,0.195099347,0.013308899,0.163132424,-0.192337808,0.040708944,0.164126392,-0.192276026,0.032765481,0.498152107,0.387438330,0.016116053,-0.103211433,0.032149735,0.053436556,0.000748889,0.081412819,-0.421420390,-0.090328139,0.994025446,-0.025044208,-0.049575609,-0.021415329,0.014493925,0.045824833,-0.004452750,0.022803620,0.005969316,-0.052087950,-0.005015156,-0.098825842,-0.046014946,-0.006980781,0.499188092,-0.016855412,0.046602241,0.095574077,0.002485671,-0.035337764,-0.828961438,0.016274780,0.989477311,0.259933234,-0.017784625,-0.024950151,-0.008508815,0.059715280,0.050223067,-0.193971362,-0.211268116,0.009608219
7630,7.630000,step_3,0,7.631000,0.017451357,0.007976229,0.012355565,0.011156693,0.071867500,0.195360776,0.030730000,0.070857766,0.195080498,0.013310133,0.163132424,-0.192337808,0.040708944,0.164126534,-0.192267121,0.032795223,0.497590077,0.389390762,0.016049630,-0.102739462,0.032137180,0.053531590,0.000801230,0.081235828,-0.422792140,-0.090698690,0.994543543,-0.025047157,-0.049597644,-0.021440585,0.014520926,0.045872558,-0.004459802,0.022893017,0.005981317,-0.052173099,-0.005094555,-0.099076751,-0.046040941,-0.006984969,0.499699828,-0.016885396,0.046631107,0.095868103,0.002700720,-0.035877998,-0.828803802,0.016277073,0.989298937,0.260765909,-0.017549094,-0.024905695,-0.008421199,0.059557175,0.050088893,-0.193814661,-0.211356222,0.009483785
7640,7.640000,step_3,0,7.641000,0.017450090,0.007946889,0.012139815,0.011135449,0.071867500,0.195360776,0.030730000,0.070864258,0.195063918,0.013311302,0.163132424,-0.192337808,0.040708944,0.164126603,-0.192258437,0.032824887,0.496974400,0.391506434,0.015977736,-0.102233663,0.032124621,0.053621473,0.000848247,0.080698027,-0.423123841,-0.090849665,0.994871814,-0.025052183,-0.049605490,-0.021462361,0.014549927,0.045915060,-0.004466178,0.022982518,0.005992578,-0.052251696,-0.005171673,-0.099327106,-0.046066322,-0.006989359,0.500210061,-0.016914852,0.046659198,0.096160910,0.002887493,-0.036327792,-0.828650396,0.016290404,0.989127414,0.261510457,-0.017346489,-0.024844375,-0.008367076,0.059438452,0.049929638,-0.193710019,-0.211413812,0.009355044
7650,7.650000,step_3,0,7.651000,0.017448904,0.007917636,0.011968766,0.011112819,0.071867500,0.195360776,0.030730000,0.070870060,0.195049188,0.013312415,0.163132424,-0.192337808,0.040708944,0.164126597,-0.192249941,0.032854463,0.496300861,0.393797992,0.015899863,-0.101691749,0.032112054,0.053705964,0.000889669,0.080042437,-0.423008261,-0.090906071,0.995140412,-0.025057828,-0.049609340,-0.021485194,0.014580638,0.045953262,-0.004471923,0.023072235,0.006003179,-0.052324637,-0.005246862,-0.099576824,-0.046091223,-0.006993677,0.500718611,-0.016944080,0.046686553,0.096452407,0.003044812,-0.036683247,-0.828501339,0.016315301,0.988963063,0.262163093,-0.017178561,-0.024780185,-0.008314211,0.059338553,0.049758743,-0.193621847,-0.211480804,0.009215684
7660,7.660000,step_3,0,7.661000,0.017447781,0.007888475,0.011844144,0.011086022,0.071867500,0.195360776,0.030730000,0.070875341,0.195035871,0.013313482,0.163132424,-0.192337808,0.040708944,0.164126503,-0.192241665,0.032883946,0.495565131,0.396278428,0.015815490,-0.101111369,0.032099473,0.053784819,0.000925221,0.079389028,-0.422821174,-0.090947362,0.995410414,-0.025063257,-0.049614087,-0.021509607,0.014612760,0.045988130,-0.004477090,0.023162286,0.006013205,-0.052392862,-0.005320491,-0.099825911,-0.046115586,-0.006997830,0.501225423,-0.016973132,0.046713031,0.096742508,0.003171488,-0.036940412,-0.828356745,0.016352301,0.988806201,0.262719992,-0.017047091,-0.024718520,-0.008251996,0.059243295,0.049586080,-0.193532676,-0.211563843,0.009069583
7670,7.670000,step_3,0,7.671000,0.017446706,0.007859406,0.011767716,0.011056141,0.071867500,0.195360776,0.030730000,0.070880273,0.195023514,0.013314513,0.163132424,-0.192337808,0.040708944,0.164126310,-0.192233646,0.032913330,0.494762763,0.398961087,0.015724082,-0.100490102,0.032086870,0.053857793,0.000954626,0.078772308,-0.422716865,-0.091006403,0.995697888,-0.025068369,-0.049620814,-0.021535006,0.014645978,0.046020667,-0.004481731,0.023252795,0.006022740,-0.052457349,-0.005392943,-0.100074396,-0.046139315,-0.007001819,0.501730502,-0.017001957,0.046738497,0.097031172,0.003266320,-0.037095288,-0.828216718,0.016401953,0.988657143,0.263177283,-0.016953891,-0.024659654,-0.008181310,0.059146195,0.049415384,-0.193437416,-0.211658105,0.008921114
7680,7.680000,step_3,0,7.681000,0.017445662,0.007830428,0.011728415,0.011025112,0.071867500,0.195360776,0.030730000,0.070885014,0.195011692,0.013315524,0.163132424,-0.192337808,0.040708944,0.164126015,-0.192225902,0.032942615,0.494233955,0.400924441,0.015659420,-0.100010935,0.032076907,0.053902698,0.000966850,0.078187755,-0.422714001,-0.091087250,0.995999362,-0.025073222,-0.049629117,-0.021560732,0.014679964,0.046051874,-0.004485946,0.023343842,0.006031885,-0.052519509,-0.005464754,-0.100322301,-0.046162350,-0.007005681,0.502233873,-0.017030491,0.046762878,0.097318394,0.003327415,-0.037157428,-0.828093362,0.016450441,0.988520555,0.263458477,-0.016922851,-0.024602239,-0.008106594,0.059045993,0.049247032,-0.193337186,-0.211756576,0.008772989
7690,7.690000,step_3,0,7.691000,0.017444636,0.007801541,0.011706341,0.010994388,0.071867500,0.195360776,0.030730000,0.070889644,0.195000150,0.013316527,0.163132424,-0.192337808,0.040708944,0.164125619,-0.192218439,0.032971803,0.494148930,0.401592522,0.015644525,-0.099760453,0.032071675,0.053931782,0.000972160,0.077621210,-0.422777560,-0.091182474,0.996307075,-0.025077928,-0.049638156,-0.021586371,0.014714423,0.046082402,-0.004489968,0.023435271,0.006040846,-0.052580558,-0.005536271,-0.100569632,-0.046184673,-0.007009449,0.502735556,-0.017058694,0.046786165,0.097604187,0.003365765,-0.037179191,-0.827991249,0.016477345,0.988404066,0.263679054,-0.016900860,-0.024545027,-0.008031745,0.058943691,0.049080290,-0.193234826,-0.211854210,0.008626353
7700,7.700000,step_3,0,7.701000,0.017443624,0.007772742,0.011685185,0.010964681,0.071867500,0.195360776,0.030730000,0.070894181,0.194988814,0.013317524,0.163132424,-0.192337808,0.040708944,0.164125125,-0.192211249,0.033000893,0.494265701,0.401598162,0.015654879,-0.099612604,0.032068671,0.053952045,0.000976395,0.077061405,-0.422868006,-0.091283635,0.996615159,-0.025082571,-0.049647293,-0.021611745,0.014749225,0.046112422,-0.004493943,0.023526910,0.006049761,-0.052640770,-0.005607485,-0.100816388,-0.046206295,-0.007013146,0.503235562,-0.017086552,0.046808383,0.097888569,0.003397752,-0.037198458,-0.827897924,0.016491957,0.988295856,0.263893523,-0.016873182,-0.024487317,-0.007958919,0.058840675,0.048914409,-0.193132637,-0.211948677,0.008481421
7710,7.710000,step_3,0,7.711000,0.017442628,0.007744031,0.011659471,0.010936165,0.071867500,0.195360776,0.030730000,0.070898615,0.194977712,0.013318515,0.163132424,-0.192337808,0.040708944,0.164124538,-0.192204322,0.033029888,0.494425450,0.401447160,0.015671285,-0.099485439,0.032066116,0.053972180,0.000981649,0.076502499,-0.422959801,-0.091385257,0.996920687,-0.025087192,-0.049656209,-0.021636823,0.014784354,0.046141868,-0.004497917,0.023618688,0.006058673,-0.052700038,-0.005678329,-0.101062562,-0.046227241,-0.007016779,0.503733898,-0.017114070,0.046829569,0.098171557,0.003430912,-0.037228875,-0.827805300,0.016502809,0.988188215,0.264126541,-0.016838605,-0.024428864,-0.007888815,0.058737922,0.048748943,-0.193031829,-0.212039504,0.008338037
7720,7.720000,step_3,0,7.721000,0.017441649,0.007715405,0.011629497,0.010908754,0.071867500,0.195360776,0.030730000,0.070902935,0.194966890,0.013319497,0.163132424,-0.192337808,0.040708944,0.164123860,-0.192197646,0.033058788,0.494562258,0.401383385,0.015684440,-0.099345252,0.032063188,0.053994833,0.000988049,0.075942636,-0.423042239,-0.091485025,0.997222802,-0.025091805,-0.049664819,-0.021661628,0.014819833,0.046170623,-0.004501877,0.023710593,0.006067574,-0.052758177,-0.005748750,-0.101308147,-0.046247538,-0.007020350,0.504230566,-0.017141258,0.046849759,0.098453169,0.003466734,-0.037269666,-0.827710046,0.016514189,0.988077892,0.264376418,-0.016800089,-0.024369668,-0.007821336,0.058635883,0.048583715,-0.192932751,-0.212127062,0.008195991
7730,7.730000,step_3,0,7.731000,0.017440689,0.007686866,0.011597587,0.010882296,0.071867500,0.195360776,0.030730000,0.070907135,0.194956380,0.013320469,0.163132424,-0.192337808,0.040708944,0.164123096,-0.192191213,0.033087593,0.494666545,0.401455620,0.015692489,-0.099187366,0.032059755,0.054019803,0.000995069,0.075381913,-0.423113916,-0.091582622,0.997521618,-0.025096406,-0.049673155,-0.021686195,0.014855685,0.046198614,-0.004505801,0.023802639,0.006076438,-0.052815065,-0.005818729,-0.101553135,-0.046267211,-0.007023860,0.504725570,-0.017168126,0.046868986,0.098733418,0.003504230,-0.037315260,-0.827611930,0.016527263,0.987964668,0.264634631,-0.016760614,-0.024309809,-0.007756132,0.058534653,0.048418701,-0.192835315,-0.212211886,0.008055128
7740,7.740000,step_3,0,7.741000,0.017439745,0.007658410,0.011565774,0.010856669,0.071867500,0.195360776,0.030730000,0.070911214,0.194946188,0.013321429,0.163132424,-0.192337808,0.040708944,0.164122247,-0.192185013,0.033116306,0.494750014,0.401622525,0.015697019,-0.099017955,0.032055987,0.054046009,0.001002205,0.074820984,-0.423177195,-0.091678537,0.997817507,-0.025100987,-0.049681277,-0.021710549,0.014891918,0.046225820,-0.004509668,0.023894841,0.006085248,-0.052870662,-0.005888269,-0.101797520,-0.046286279,-0.007027307,0.505218912,-0.017194686,0.046887276,0.099012318,0.003542080,-0.037360730,-0.827511945,0.016541747,0.987849509,0.264893420,-0.016721897,-0.024249367,-0.007692883,0.058434168,0.048253933,-0.192739307,-0.212294383,0.007915365
7750,7.750000,step_3,0,7.751000,0.017438818,0.007630039,0.011535128,0.010831800,0.071867500,0.195360776,0.030730000,0.070915176,0.194936308,0.013322379,0.163132424,-0.192337808,0.040708944,0.164121318,-0.192179040,0.033144925,0.494825921,0.401827764,0.015700176,-0.098843893,0.032052084,0.054072453,0.001009175,0.074260423,-0.423234838,-0.091773352,0.998110775,-0.025105545,-0.049689232,-0.021734703,0.014928532,0.046252258,-0.004513471,0.023987211,0.006093996,-0.052924991,-0.005957384,-0.102041297,-0.046304761,-0.007030692,0.505710593,-0.017220944,0.046904652,0.099289880,0.003579431,-0.037403462,-0.827411092,0.016557031,0.987733398,0.265148604,-0.016684531,-0.024188397,-0.007631382,0.058334334,0.048089445,-0.192644546,-0.212374776,0.007776664
7760,7.760000,step_3,0,7.761000,0.017437906,0.007601750,0.011505917,0.010807650,0.071867500,0.195360776,0.030730000,0.070919025,0.194926727,0.013323318,0.163132424,-0.192337808,0.040708944,0.164120310,-0.192173287,0.033173453,0.494902366,0.402033299,0.015703408,-0.098669353,0.032048177,0.054098607,0.001015889,0.073700564,-0.423288702,-0.091867454,0.998401598,-0.025110077,-0.049697047,-0.021758663,0.014965518,0.046277960,-0.004517210,0.024079753,0.006102683,-0.052978095,-0.006026092,-0.102284460,-0.046322674,-0.007034016,0.506200619,-0.017246908,0.046921138,0.099566117,0.003615940,-0.037442793,-0.827309958,0.016572662,0.987616904,0.265399080,-0.016648504,-0.024126933,-0.007571527,0.058235082,0.047925260,-0.192550925,-0.212453161,0.007639009
7770,7.770000,step_3,0,7.771000,0.017437010,0.007573544,0.011478003,0.010784201,0.071867500,0.195360776,0.030730000,0.070922765,0.194917432,0.013324247,0.163132424,-0.192337808,0.040708944,0.164119227,-0.192167747,0.033201889,0.494982426,0.402223602,0.015707304,-0.098495909,0.032044314,0.054124330,0.001022353,0.073141550,-0.423339647,-0.091961017,0.998690051,-0.025114582,-0.049704734,-0.021782434,0.015002868,0.046302958,-0.004520887,0.024172470,0.006111312,-0.053030021,-0.006094407,-0.102527006,-0.046340033,-0.007037281,0.506688991,-0.017272583,0.046936754,0.099841040,0.003651577,-0.037479056,-0.827208730,0.016588426,0.987500208,0.265645330,-0.016613618,-0.024064997,-0.007513268,0.058136379,0.047761385,-0.192458397,-0.212529575,0.007502387
7780,7.780000,step_3,0,7.781000,0.017436126,0.007545420,0.011451150,0.010761440,0.071867500,0.195360776,0.030730000,0.070926400,0.194908410,0.013325167,0.163132424,-0.192337808,0.040708944,0.164118070,-0.192162413,0.033230234,0.495066319,0.402397757,0.015711895,-0.098323665,0.032040495,0.054149682,0.001028603,0.072583423,-0.423387895,-0.092054076,0.998976160,-0.025119060,-0.049712293,-0.021806017,0.015040573,0.046327278,-0.004524508,0.024265363,0.006119888,-0.053080806,-0.006162341,-0.102768929,-0.046356855,-0.007040488,0.507175713,-0.017297974,0.046951523,0.100114662,0.003686427,-0.037512829,-0.827107372,0.016604269,0.987383271,0.265888232,-0.016579687,-0.024002602,-0.007456579,0.058038215,0.047597823,-0.192366947,-0.212604040,0.007366784
7790,7.790000,step_3,0,7.791000,0.017435256,0.007517377,0.011425173,0.010739352,0.071867500,0.195360776,0.030730000,0.070929932,0.194899652,0.013326078,0.163132424,-0.192337808,0.040708944,0.164116843,-0.192157281,0.033258489,0.495153276,0.402560508,0.015716997,-0.098152227,0.032036703,0.054174771,0.001034671,0.072026191,-0.423433398,-0.092146608,0.999259934,-0.025123512,-0.049719725,-0.021829416,0.015078627,0.046350942,-0.004528075,0.024358432,0.006128413,-0.053130481,-0.006229906,-0.103010225,-0.046373153,-0.007043639,0.507660789,-0.017323087,0.046965465,0.100386994,0.003720584,-0.037544554,-0.827005777,0.016620209,0.987265987,0.266128468,-0.016546603,-0.023939765,-0.007401430,0.057940594,0.047434571,-0.192276567,-0.212676583,0.007232183
7800,7.800000,step_3,0,7.801000,0.017434399,0.007489414,0.011399974,0.010717921,0.071867500,0.195360776,0.030730000,0.070933366,0.194891152,0.013326980,0.163132424,-0.192337808,0.040708944,0.164115547,-0.192152342,0.033286653,0.495242533,0.402716692,0.015722425,-0.097981207,0.032032922,0.054199679,0.001040575,0.071469862,-0.423476073,-0.092238586,0.999541383,-0.025127940,-0.049727032,-0.021852634,0.015117022,0.046373969,-0.004531590,0.024451678,0.006136891,-0.053179072,-0.006297113,-0.103250890,-0.046388945,-0.007046735,0.508144221,-0.017347927,0.046978602,0.100658048,0.003754112,-0.037574465,-0.826903858,0.016636276,0.987148268,0.266366389,-0.016514316,-0.023876501,-0.007347789,0.057843518,0.047271628,-0.192187250,-0.212747245,0.007098567
7810,7.810000,step_3,0,7.811000,0.017433553,0.007461532,0.011375518,0.010697127,0.071867500,0.195360776,0.030730000,0.070936704,0.194882901,0.013327873,0.163132424,-0.192337808,0.040708944,0.164114185,-0.192147592,0.033314729,0.495333634,0.402869197,0.015728069,-0.097810378,0.032029140,0.054224448,0.001046324,0.070914453,-0.423515892,-0.092329990,0.999820522,-0.025132343,-0.049734214,-0.021875674,0.015155753,0.046396376,-0.004535055,0.024545102,0.006145323,-0.053226601,-0.006363971,-0.103490919,-0.046404243,-0.007049778,0.508626014,-0.017372501,0.046990953,0.100927834,0.003787046,-0.037602643,-0.826801566,0.016652490,0.987030066,0.266602112,-0.016482808,-0.023812826,-0.007295615,0.057746991,0.047108994,-0.192098983,-0.212816073,0.006965917
