step,t_s,segment,status,traj_t,left_error_m,right_error_m,left_speed_mps,right_speed_mps,left_target_x_m,left_target_y_m,left_target_z_m,left_actual_x_m,left_actual_y_m,left_actual_z_m,right_target_x_m,right_target_y_m,right_target_z_m,right_actual_x_m,right_actual_y_m,right_actual_z_m,tau_00_nm,tau_01_nm,tau_02_nm,tau_03_nm,tau_04_nm,tau_05_nm,tau_06_nm,tau_07_nm,tau_08_nm,tau_09_nm,tau_10_nm,tau_11_nm,tau_12_nm,tau_13_nm,q_00_rad,q_01_rad,q_02_rad,q_03_rad,q_04_rad,q_05_rad,q_06_rad,q_07_rad,q_08_rad,q_09_rad,q_10_rad,q_11_rad,q_12_rad,q_13_rad,qd_00_rad_s,qd_01_rad_s,qd_02_rad_s,qd_03_rad_s,qd_04_rad_s,qd_05_rad_s,qd_06_rad_s,qd_07_rad_s,qd_08_rad_s,qd_09_rad_s,qd_10_rad_s,qd_11_rad_s,qd_12_rad_s,qd_13_rad_s
5370,5.370000,step_2,0,5.371000,0.008586058,0.006935600,0.007761362,0.009766776,0.056867500,0.233360776,0.022730000,0.057042076,0.233296785,0.014145955,0.148132424,-0.230337808,0.032708944,0.149164771,-0.230519155,0.025853003,0.671019733,-0.228998672,0.047072654,-0.189245392,0.033296023,0.051462126,0.006201541,-0.028075032,0.222783662,-0.021120701,0.772990573,-0.020672427,-0.049951224,-0.024317311,0.036179503,-0.039030515,0.002029942,0.006471784,-0.002329436,0.034378279,0.028776493,-0.082969880,0.040709082,0.003461164,0.400668454,0.012148350,-0.036144577,0.015470335,0.017950693,-0.054879369,-0.837966402,0.010806651,0.997278993,0.254463117,0.024021370,-0.020665388,-0.006104143,0.093342976,0.033550849,-0.211782910,-0.221007424,-0.019212494
5380,5.380000,step_2,0,5.381000,0.008577836,0.006918169,0.007679001,0.009779382,0.056867500,0.233360776,0.022730000,0.056974309,0.233331654,0.014152879,0.148132424,-0.230337808,0.032708944,0.149153122,-0.230520416,0.025868922,0.672027646,-0.229491970,0.047096524,-0.189664356,0.033297919,0.051393870,0.005908551,-0.028695975,0.222835671,-0.021102354,0.773232553,-0.020672325,-0.049940801,-0.024301000,0.036344799,-0.039115248,0.002037811,0.006484097,-0.002332280,0.034511553,0.028979165,-0.083180290,0.040716766,0.003461224,0.401024889,0.012163620,-0.036163793,0.015595932,0.016604895,-0.054121787,-0.838021993,0.011035612,0.997288939,0.253655364,0.022439201,-0.020559529,-0.006115485,0.093158308,0.033501713,-0.211614319,-0.220895300,-0.019113078
5390,5.390000,step_2,0,5.391000,0.008570955,0.006900789,0.007666410,0.009791643,0.056867500,0.233360776,0.022730000,0.056912942,0.233363224,0.014159166,0.148132424,-0.230337808,0.032708944,0.149141785,-0.230521620,0.025884847,0.673094632,-0.230018951,0.047121597,-0.190125216,0.033300270,0.051327594,0.005624432,-0.029348641,0.222897107,-0.021082660,0.773456856,-0.020672337,-0.049930423,-0.024285231,0.036496903,-0.039192607,0.002045073,0.006498583,-0.002334576,0.034637007,0.029166239,-0.083389648,0.040724287,0.003461279,0.401380805,0.012178863,-0.036182642,0.015722567,0.015309225,-0.053393340,-0.838075445,0.011247489,0.997297895,0.252877186,0.020915070,-0.020454653,-0.006126471,0.092974918,0.033449474,-0.211447296,-0.220784600,-0.019018685
5400,5.400000,step_2,0,5.401000,0.008565219,0.006883458,0.007715315,0.009803442,0.056867500,0.233360776,0.022730000,0.056857695,0.233391640,0.014164842,0.148132424,-0.230337808,0.032708944,0.149130748,-0.230522770,0.025900778,0.674231216,-0.230585399,0.047148115,-0.190632396,0.033303071,0.051263391,0.005349922,-0.030002154,0.222960078,-0.021062714,0.773679253,-0.020672396,-0.049920184,-0.024270301,0.036636336,-0.039262904,0.002051741,0.006515068,-0.002336351,0.034754893,0.029338322,-0.083597973,0.040731649,0.003461329,0.401736180,0.012194078,-0.036201135,0.015850192,0.014067421,-0.052696245,-0.838126675,0.011441347,0.997305718,0.252130392,0.019453446,-0.020352182,-0.006136855,0.092792564,0.033396046,-0.211281480,-0.220675578,-0.018929129
5410,5.410000,step_2,0,5.411000,0.008560456,0.006866173,0.007815694,0.009814806,0.056867500,0.233360776,0.022730000,0.056808269,0.233417053,0.014169934,0.148132424,-0.230337808,0.032708944,0.149119999,-0.230523866,0.025916712,0.675448288,-0.231197299,0.047176335,-0.191190456,0.033306321,0.051201355,0.005085770,-0.030644503,0.223020882,-0.021043045,0.773905675,-0.020672480,-0.049910108,-0.024256173,0.036763661,-0.039326469,0.002057833,0.006533369,-0.002337633,0.034865489,0.029496063,-0.083805291,0.040738860,0.003461374,0.402091009,0.012209264,-0.036219283,0.015978761,0.012883283,-0.052032760,-0.838175601,0.011616237,0.997312262,0.251416813,0.018058875,-0.020252321,-0.006146640,0.092611121,0.033342323,-0.211116693,-0.220568166,-0.018843626
5420,5.420000,step_2,0,5.421000,0.008556514,0.006848934,0.007956613,0.009825805,0.056867500,0.233360776,0.022730000,0.056764342,0.233439630,0.014174472,0.148132424,-0.230337808,0.032708944,0.149109526,-0.230524913,0.025932649,0.676757113,-0.231860843,0.047206517,-0.191804093,0.033310013,0.051141579,0.004832737,-0.031274370,0.223078712,-0.021023781,0.774136616,-0.020672588,-0.049900188,-0.024242718,0.036879474,-0.039383657,0.002063366,0.006553293,-0.002338450,0.034969091,0.029640160,-0.084011626,0.040745925,0.003461416,0.402445291,0.012224423,-0.036237095,0.016108239,0.011760678,-0.051405183,-0.838222142,0.011771199,0.997317374,0.250738298,0.016735980,-0.020154798,-0.006155912,0.092430553,0.033288531,-0.210952888,-0.220462202,-0.018761495
5430,5.430000,step_2,0,5.431000,0.008553261,0.006831740,0.008126977,0.009836493,0.056867500,0.233360776,0.022730000,0.056725576,0.233459543,0.014178487,0.148132424,-0.230337808,0.032708944,0.149099323,-0.230525911,0.025948589,0.678169333,-0.232582432,0.047238934,-0.192478144,0.033314144,0.051084156,0.004591598,-0.031894297,0.223134082,-0.021004855,0.774370686,-0.020672727,-0.049890407,-0.024229824,0.036984413,-0.039434846,0.002068358,0.006574638,-0.002338833,0.035066020,0.029771356,-0.084217001,0.040752848,0.003461453,0.402799025,0.012239557,-0.036254580,0.016238596,0.010703534,-0.050815849,-0.838266223,0.011905262,0.997320900,0.250096715,0.015489460,-0.020059285,-0.006164762,0.092250867,0.033234605,-0.210790081,-0.220357548,-0.018682335
5440,5.440000,step_2,0,5.441000,0.008550584,0.006814588,0.008316102,0.009846903,0.056867500,0.233360776,0.022730000,0.056691610,0.233476977,0.014182015,0.148132424,-0.230337808,0.032708944,0.149089379,-0.230526863,0.025964531,0.679696973,-0.233368680,0.047273866,-0.193217584,0.033318706,0.051029180,0.004363140,-0.032507023,0.223187777,-0.020986159,0.774606462,-0.020672903,-0.049880748,-0.024217427,0.037079156,-0.039480436,0.002072832,0.006597192,-0.002338814,0.035156619,0.029890444,-0.084421433,0.040759634,0.003461484,0.403152209,0.012254665,-0.036271745,0.016369802,0.009715844,-0.050267135,-0.838307766,0.012017444,0.997322677,0.249493948,0.014324094,-0.019965546,-0.006173248,0.092072080,0.033180420,-0.210628298,-0.220254121,-0.018605960
5450,5.450000,step_2,0,5.451000,0.008548386,0.006797478,0.008514073,0.009857050,0.056867500,0.233360776,0.022730000,0.056662065,0.233492128,0.014185092,0.148132424,-0.230337808,0.032708944,0.149079687,-0.230527769,0.025980474,0.681352444,-0.234226414,0.047311603,-0.194027535,0.033323695,0.050976742,0.004148162,-0.033114290,0.223240376,-0.020967609,0.774843070,-0.020673118,-0.049871205,-0.024205497,0.037164420,-0.039520849,0.002076808,0.006620731,-0.002338427,0.035241252,0.029998262,-0.084624941,0.040766286,0.003461511,0.403504840,0.012269749,-0.036288597,0.016501832,0.008801664,-0.049761455,-0.838346697,0.012106751,0.997322540,0.248931902,0.013244734,-0.019873454,-0.006181401,0.091894203,0.033125888,-0.210467557,-0.220151877,-0.018532301
5460,5.460000,step_2,0,5.461000,0.008546584,0.006780408,0.008711932,0.009866936,0.056867500,0.233360776,0.022730000,0.056636540,0.233505201,0.014187758,0.148132424,-0.230337808,0.032708944,0.149070241,-0.230528631,0.025996417,0.683148553,-0.235162680,0.047352444,-0.194913260,0.033329103,0.050926935,0.003947476,-0.033716870,0.223292175,-0.020949164,0.775080137,-0.020673374,-0.049861771,-0.024194021,0.037240963,-0.039556533,0.002080310,0.006645024,-0.002337706,0.035320309,0.030095701,-0.084827539,0.040772809,0.003461533,0.403856914,0.012284809,-0.036305142,0.016634658,0.007965117,-0.049301265,-0.838382946,0.012172182,0.997320318,0.248412496,0.012256312,-0.019782942,-0.006189232,0.091717242,0.033070974,-0.210307862,-0.220050800,-0.018461322
5470,5.470000,step_2,0,5.471000,0.008545106,0.006763378,0.008901723,0.009876564,0.056867500,0.233360776,0.022730000,0.056614613,0.233516412,0.014190055,0.148132424,-0.230337808,0.032708944,0.149061032,-0.230529450,0.026012360,0.685098505,-0.236184744,0.047396699,-0.195880169,0.033334922,0.050879851,0.003761905,-0.034314974,0.223343260,-0.020930811,0.775317582,-0.020673668,-0.049852447,-0.024182995,0.037309584,-0.039587959,0.002083365,0.006669827,-0.002336687,0.035394204,0.030183700,-0.085029243,0.040779204,0.003461551,0.404208427,0.012299845,-0.036321386,0.016768254,0.007210385,-0.048889058,-0.838416443,0.012212720,0.997315835,0.247937671,0.011363837,-0.019693974,-0.006196746,0.091541195,0.033015676,-0.210149208,-0.219950878,-0.018392987
5480,5.480000,step_2,0,5.481000,0.008543891,0.006746386,0.009076475,0.009885934,0.056867500,0.233360776,0.022730000,0.056595840,0.233525989,0.014192027,0.148132424,-0.230337808,0.032708944,0.149052054,-0.230530228,0.026028301,0.687215909,-0.237300099,0.047444686,-0.196933822,0.033341145,0.050835580,0.003592288,-0.034908599,0.223393624,-0.020912553,0.775555424,-0.020674001,-0.049843231,-0.024172410,0.037371125,-0.039615620,0.002085997,0.006694887,-0.002335407,0.035463373,0.030263247,-0.085230069,0.040785477,0.003461564,0.404559377,0.012314856,-0.036337336,0.016902595,0.006541717,-0.048527369,-0.838447119,0.012227342,0.997308910,0.247509380,0.010572395,-0.019606517,-0.006203948,0.091366055,0.032960007,-0.209991588,-0.219852099,-0.018327247
5490,5.490000,step_2,0,5.491000,0.008542887,0.006729432,0.009230138,0.009895051,0.056867500,0.233360776,0.022730000,0.056579756,0.233534170,0.014193721,0.148132424,-0.230337808,0.032708944,0.149043299,-0.230530966,0.026044241,0.689514786,-0.238516461,0.047496735,-0.198079929,0.033347763,0.050794214,0.003439473,-0.035497720,0.223443235,-0.020894396,0.775793693,-0.020674371,-0.049834123,-0.024162259,0.037426471,-0.039640038,0.002088237,0.006719940,-0.002333906,0.035528278,0.030335386,-0.085430032,0.040791629,0.003461573,0.404909758,0.012329845,-0.036352998,0.017037655,0.005963427,-0.048218770,-0.838474910,0.012215012,0.997299357,0.247129596,0.009887151,-0.019520536,-0.006210843,0.091191817,0.032903984,-0.209834992,-0.219754449,-0.018264043
5500,5.500000,step_2,0,5.501000,0.008542048,0.006712516,0.009357516,0.009903919,0.056867500,0.233360776,0.022730000,0.056565874,0.233541206,0.014195186,0.148132424,-0.230337808,0.032708944,0.149034762,-0.230531665,0.026060179,0.692009573,-0.239841781,0.047553187,-0.199324355,0.033354766,0.050755843,0.003304322,-0.036082356,0.223492075,-0.020876345,0.776032391,-0.020674776,-0.049825120,-0.024152530,0.037476550,-0.039661758,0.002090113,0.006744711,-0.002332224,0.035589405,0.030401210,-0.085629146,0.040797664,0.003461578,0.405259569,0.012344810,-0.036368379,0.017173409,0.005479890,-0.047965873,-0.838499751,0.012174683,0.997286983,0.246800307,0.009313345,-0.019435992,-0.006217440,0.091018475,0.032847621,-0.209679410,-0.219657912,-0.018203313
5510,5.510000,step_2,0,5.511000,0.008541333,0.006695635,0.009454210,0.009912543,0.056867500,0.233360776,0.022730000,0.056553685,0.233547358,0.014196473,0.148132424,-0.230337808,0.032708944,0.149026434,-0.230532326,0.026076114,0.694715134,-0.241284243,0.047614391,-0.200673119,0.033362144,0.050720556,0.003187710,-0.036662572,0.223540143,-0.020858400,0.776271498,-0.020675217,-0.049816223,-0.024143215,0.037522333,-0.039681349,0.002091658,0.006768915,-0.002330402,0.035647267,0.030461865,-0.085827425,0.040803586,0.003461579,0.405608805,0.012359752,-0.036383483,0.017309834,0.005095546,-0.047771332,-0.838521580,0.012105297,0.997271588,0.246523520,0.008856301,-0.019352844,-0.006223747,0.090846025,0.032790930,-0.209524836,-0.219562468,-0.018144995
5520,5.520000,step_2,0,5.521000,0.008540705,0.006678790,0.009516585,0.009920928,0.056867500,0.233360776,0.022730000,0.056542657,0.233552899,0.014197637,0.148132424,-0.230337808,0.032708944,0.149018312,-0.230532950,0.026092045,0.697646757,-0.242852267,0.047680711,-0.202132401,0.033369886,0.050688443,0.003090525,-0.037238460,0.223587453,-0.020840561,0.776510977,-0.020675692,-0.049807429,-0.024134301,0.037564837,-0.039699407,0.002092904,0.006792256,-0.002328484,0.035702401,0.030518553,-0.086024883,0.040809397,0.003461577,0.405957463,0.012374671,-0.036398317,0.017446906,0.004814900,-0.047637838,-0.838540335,0.012005784,0.997252970,0.246301254,0.008521420,-0.019271051,-0.006229773,0.090674460,0.032733922,-0.209371263,-0.219468099,-0.018089028
5530,5.530000,step_2,0,5.531000,0.008540132,0.006661979,0.009546745,0.009929081,0.056867500,0.233360776,0.022730000,0.056532258,0.233558101,0.014198733,0.148132424,-0.230337808,0.032708944,0.149010387,-0.230533539,0.026107971,0.700287955,-0.244284785,0.047741360,-0.203425518,0.033376600,0.050667508,0.003034393,-0.037810122,0.223634026,-0.020822826,0.776750789,-0.020676202,-0.049798736,-0.024125778,0.037605130,-0.039716550,0.002093894,0.006814467,-0.002326473,0.035755504,0.030572726,-0.086221533,0.040815100,0.003461571,0.406305541,0.012389567,-0.036412887,0.017584602,0.004644039,-0.047565465,-0.838553081,0.011892116,0.997240688,0.246170161,0.008364519,-0.019190573,-0.006235527,0.090503778,0.032676605,-0.209218683,-0.219374787,-0.018035353
5540,5.540000,step_2,0,5.541000,0.008539589,0.006645203,0.009559978,0.009937006,0.056867500,0.233360776,0.022730000,0.056522148,0.233563156,0.014199797,0.148132424,-0.230337808,0.032708944,0.149002654,-0.230534093,0.026123893,0.701374108,-0.244882687,0.047764724,-0.203904961,0.033377028,0.050661862,0.003014461,-0.038377655,0.223679884,-0.020805194,0.776990896,-0.020676744,-0.049790143,-0.024117636,0.037644260,-0.039733267,0.002094738,0.006835867,-0.002324348,0.035807525,0.030625909,-0.086417388,0.040820698,0.003461561,0.406653035,0.012404441,-0.036427198,0.017722900,0.004564756,-0.047528703,-0.838553382,0.011843983,0.997223393,0.246109167,0.008291374,-0.019111372,-0.006241018,0.090333972,0.032618986,-0.209067090,-0.219282515,-0.017983913
5550,5.550000,step_2,0,5.551000,0.008539069,0.006628459,0.009569677,0.009944707,0.056867500,0.233360776,0.022730000,0.056512221,0.233568137,0.014200845,0.148132424,-0.230337808,0.032708944,0.148995108,-0.230534614,0.026139810,0.701574379,-0.244953718,0.047764795,-0.203926540,0.033374257,0.050661684,0.003002490,-0.038941153,0.223725046,-0.020787661,0.777231261,-0.020677319,-0.049781648,-0.024109866,0.037682825,-0.039749743,0.002095536,0.006857094,-0.002322200,0.035858780,0.030678272,-0.086612461,0.040826194,0.003461549,0.406999943,0.012419293,-0.036441256,0.017861778,0.004519878,-0.047499009,-0.838546758,0.011847183,0.997198129,0.246057796,0.008208079,-0.019033408,-0.006246254,0.090165040,0.032561076,-0.208916477,-0.219191266,-0.017934654
5560,5.560000,step_2,0,5.561000,0.008538571,0.006611749,0.009582326,0.009952192,0.056867500,0.233360776,0.022730000,0.056502493,0.233573042,0.014201876,0.148132424,-0.230337808,0.032708944,0.148987743,-0.230535103,0.026155721,0.701503523,-0.244845030,0.047757042,-0.203810249,0.033370655,0.050662890,0.002988450,-0.039500706,0.223769532,-0.020770228,0.777471849,-0.020677927,-0.049773251,-0.024102459,0.037720962,-0.039765966,0.002096325,0.006878481,-0.002320087,0.035909262,0.030729613,-0.086806764,0.040831592,0.003461533,0.407346261,0.012434122,-0.036455065,0.018001214,0.004476218,-0.047463731,-0.838538392,0.011870549,0.997169548,0.245999297,0.008101208,-0.018956648,-0.006251242,0.089996975,0.032502880,-0.208766839,-0.219101023,-0.017887522
5570,5.570000,step_2,0,5.571000,0.008538095,0.006595071,0.009598639,0.009959463,0.056867500,0.233360776,0.022730000,0.056493005,0.233577840,0.014202884,0.148132424,-0.230337808,0.032708944,0.148980553,-0.230535561,0.026171625,0.701462939,-0.244755781,0.047750241,-0.203711821,0.033367322,0.050662940,0.002970413,-0.040056399,0.223813358,-0.020752892,0.777712628,-0.020678565,-0.049764949,-0.024095404,0.037758615,-0.039781867,0.002097107,0.006900119,-0.002318024,0.035958862,0.030779728,-0.087000309,0.040836892,0.003461514,0.407691988,0.012448930,-0.036468632,0.018141189,0.004423873,-0.047421107,-0.838530792,0.011895776,0.997140628,0.245930013,0.007977974,-0.018881054,-0.006255989,0.089829774,0.032444408,-0.208618167,-0.219011771,-0.017842465
5580,5.580000,step_2,0,5.581000,0.008537643,0.006578425,0.009617160,0.009966527,0.056867500,0.233360776,0.022730000,0.056483786,0.233582507,0.014203867,0.148132424,-0.230337808,0.032708944,0.148973533,-0.230535988,0.026187523,0.701530379,-0.244748160,0.047747125,-0.203670723,0.033364519,0.050661496,0.002949700,-0.040608313,0.223856541,-0.020735652,0.777953567,-0.020679234,-0.049756740,-0.024088693,0.037795700,-0.039797387,0.002097870,0.006921982,-0.002316007,0.036007493,0.030828512,-0.087193107,0.040842098,0.003461492,0.408037119,0.012463715,-0.036481961,0.018281682,0.004364277,-0.047374015,-0.838524454,0.011916329,0.997112665,0.245854606,0.007848754,-0.018806595,-0.006260504,0.089663432,0.032385667,-0.208470455,-0.218923493,-0.017799433
5590,5.590000,step_2,0,5.591000,0.008537213,0.006561810,0.009636253,0.009973388,0.056867500,0.233360776,0.022730000,0.056474845,0.233587033,0.014204823,0.148132424,-0.230337808,0.032708944,0.148966679,-0.230536385,0.026203413,0.701682166,-0.244809337,0.047747114,-0.203674081,0.033362128,0.050659172,0.002928061,-0.041156528,0.223899095,-0.020718507,0.778194636,-0.020679933,-0.049748625,-0.024082317,0.037832168,-0.039812499,0.002098601,0.006944020,-0.002314025,0.036055117,0.030875949,-0.087385170,0.040847213,0.003461467,0.408381654,0.012478479,-0.036495057,0.018422674,0.004301709,-0.047325783,-0.838518969,0.011932055,0.997085751,0.245778270,0.007720468,-0.018733237,-0.006264792,0.089497944,0.032326665,-0.208323697,-0.218836175,-0.017758375
5600,5.600000,step_2,0,5.601000,0.008536806,0.006545226,0.009654904,0.009980051,0.056867500,0.233360776,0.022730000,0.056466177,0.233591417,0.014205752,0.148132424,-0.230337808,0.032708944,0.148959985,-0.230536755,0.026219295,0.701873604,-0.244905056,0.047748663,-0.203698446,0.033359945,0.050656609,0.002906633,-0.041701121,0.223941036,-0.020701455,0.778435806,-0.020680662,-0.049740601,-0.024076269,0.037868009,-0.039827207,0.002099294,0.006966194,-0.002312072,0.036101741,0.030922068,-0.087576507,0.040852238,0.003461440,0.408725589,0.012493221,-0.036507925,0.018564144,0.004239486,-0.047278497,-0.838513768,0.011944827,0.997059513,0.245704259,0.007596019,-0.018660947,-0.006268862,0.089333306,0.032267408,-0.208177885,-0.218749801,-0.017719245
5610,5.610000,step_2,0,5.611000,0.008536419,0.006528672,0.009672749,0.009986520,0.056867500,0.233360776,0.022730000,0.056457773,0.233595666,0.014206655,0.148132424,-0.230337808,0.032708944,0.148953446,-0.230537096,0.026235169,0.702072538,-0.245007654,0.047750528,-0.203727076,0.033357824,0.050654217,0.002885875,-0.042242167,0.223982379,-0.020684496,0.778677048,-0.020681420,-0.049732666,-0.024070539,0.037903236,-0.039841525,0.002099948,0.006988486,-0.002310145,0.036147393,0.030966913,-0.087767130,0.040857176,0.003461410,0.409068921,0.012507942,-0.036520570,0.018706075,0.004179204,-0.047232916,-0.838508470,0.011956347,0.997033590,0.245633769,0.007475819,-0.018589695,-0.006272719,0.089169513,0.032207905,-0.208033014,-0.218664356,-0.017681995
5620,5.620000,step_2,0,5.621000,0.008536052,0.006512148,0.009689806,0.009992802,0.056867500,0.233360776,0.022730000,0.056449622,0.233599786,0.014207534,0.148132424,-0.230337808,0.032708944,0.148947058,-0.230537411,0.026251033,0.702264315,-0.245103404,0.047752090,-0.203752392,0.033355700,0.050652140,0.002865842,-0.042779738,0.224023137,-0.020667627,0.778918335,-0.020682206,-0.049724820,-0.024065120,0.037937872,-0.039855471,0.002100566,0.007010888,-0.002308244,0.036192105,0.031010523,-0.087957049,0.040862030,0.003461377,0.409411649,0.012522641,-0.036532996,0.018848447,0.004121235,-0.047188998,-0.838502919,0.011967552,0.997007780,0.245566727,0.007359313,-0.018519452,-0.006276370,0.089006561,0.032148163,-0.207889076,-0.218579826,-0.017646579
5630,5.630000,step_2,0,5.631000,0.008535702,0.006495654,0.009706225,0.009998899,0.056867500,0.233360776,0.022730000,0.056441715,0.233603784,0.014208388,0.148132424,-0.230337808,0.032708944,0.148940816,-0.230537700,0.026266889,0.702445899,-0.245189321,0.047753216,-0.203772850,0.033353561,0.050650371,0.002846435,-0.043313906,0.224063326,-0.020650849,0.779159640,-0.020683020,-0.049717062,-0.024060005,0.037971938,-0.039869060,0.002101148,0.007033400,-0.002306368,0.036235904,0.031052934,-0.088146274,0.040866802,0.003461342,0.409753771,0.012537319,-0.036545208,0.018991244,0.004065397,-0.047146418,-0.838497110,0.011978748,0.996982026,0.245502612,0.007245859,-0.018450187,-0.006279821,0.088844446,0.032088187,-0.207746066,-0.218496197,-0.017612953
5640,5.640000,step_2,0,5.641000,0.008535369,0.006479189,0.009722145,0.010004817,0.056867500,0.233360776,0.022730000,0.056434043,0.233607665,0.014209220,0.148132424,-0.230337808,0.032708944,0.148934716,-0.230537963,0.026282735,0.702619147,-0.245267542,0.047754006,-0.203789428,0.033351418,0.050648845,0.002827547,-0.043844739,0.224102958,-0.020634159,0.779400938,-0.020683861,-0.049709390,-0.024055184,0.038005456,-0.039882305,0.002101697,0.007056021,-0.002304519,0.036278815,0.031094173,-0.088334815,0.040871493,0.003461305,0.410095283,0.012551976,-0.036557211,0.019134448,0.004011398,-0.047104875,-0.838491091,0.011989922,0.996956345,0.245440943,0.007135033,-0.018381873,-0.006283078,0.088683161,0.032027985,-0.207603975,-0.218413456,-0.017581073
5650,5.650000,step_2,0,5.651000,0.008535052,0.006462754,0.009737645,0.010010560,0.056867500,0.233360776,0.022730000,0.056426600,0.233611431,0.014210029,0.148132424,-0.230337808,0.032708944,0.148928754,-0.230538202,0.026298571,0.702786672,-0.245341174,0.047754600,-0.203803479,0.033349285,0.050647504,0.002809105,-0.044372305,0.224142047,-0.020617556,0.779642203,-0.020684728,-0.049701802,-0.024050651,0.038038441,-0.039895214,0.002102215,0.007078752,-0.002302697,0.036320858,0.031134269,-0.088522680,0.040876106,0.003461266,0.410436184,0.012566611,-0.036569008,0.019278041,0.003959014,-0.047064191,-0.838484914,0.012000974,0.996930772,0.245381428,0.007026630,-0.018314482,-0.006286148,0.088522704,0.031967563,-0.207462799,-0.218331587,-0.017550897
5660,5.660000,step_2,0,5.661000,0.008534750,0.006446346,0.009752756,0.010016133,0.056867500,0.233360776,0.022730000,0.056419378,0.233615087,0.014210817,0.148132424,-0.230337808,0.032708944,0.148922926,-0.230538418,0.026314396,0.702950254,-0.245412397,0.047755098,-0.203815916,0.033347171,0.050646316,0.002791078,-0.044896667,0.224180606,-0.020601040,0.779883410,-0.020685622,-0.049694298,-0.024046399,0.038070909,-0.039907796,0.002102701,0.007101589,-0.002300902,0.036362049,0.031173244,-0.088709878,0.040880643,0.003461224,0.410776471,0.012581226,-0.036580604,0.019422007,0.003908119,-0.047024298,-0.838478608,0.012011820,0.996905332,0.245323947,0.006920576,-0.018247987,-0.006289036,0.088363069,0.031906928,-0.207322530,-0.218250578,-0.017522384
5670,5.670000,step_2,0,5.671000,0.008534462,0.006429967,0.009767484,0.010021540,0.056867500,0.233360776,0.022730000,0.056412371,0.233618634,0.014211584,0.148132424,-0.230337808,0.032708944,0.148917227,-0.230538610,0.026330210,0.703110709,-0.245482172,0.047755544,-0.203827143,0.033345080,0.050645268,0.002773453,-0.045417890,0.224218647,-0.020584609,0.780124538,-0.020686541,-0.049686877,-0.024042421,0.038102875,-0.039920060,0.002103157,0.007124532,-0.002299135,0.036402406,0.031211124,-0.088896420,0.040885106,0.003461181,0.411116143,0.012595819,-0.036592004,0.019566330,0.003858653,-0.046985183,-0.838472186,0.012022421,0.996880034,0.245268470,0.006816840,-0.018182363,-0.006291747,0.088204252,0.031846085,-0.207183162,-0.218170416,-0.017495493
5680,5.680000,step_2,0,5.681000,0.008534187,0.006413617,0.009781825,0.010026785,0.056867500,0.233360776,0.022730000,0.056405572,0.233622077,0.014212330,0.148132424,-0.230337808,0.032708944,0.148911655,-0.230538781,0.026346013,0.703268249,-0.245550646,0.047755943,-0.203837257,0.033343011,0.050644358,0.002756225,-0.045936034,0.224256182,-0.020568263,0.780365562,-0.020687486,-0.049679537,-0.024038710,0.038134353,-0.039932014,0.002103583,0.007147578,-0.002297394,0.036441946,0.031247932,-0.089082313,0.040889497,0.003461136,0.411455198,0.012610391,-0.036603210,0.019710994,0.003810583,-0.046946851,-0.838465647,0.012032773,0.996854877,0.245214994,0.006715396,-0.018117585,-0.006294287,0.088046249,0.031785041,-0.207044689,-0.218091089,-0.017470186
5690,5.690000,step_2,0,5.691000,0.008533925,0.006397294,0.009795781,0.010031873,0.056867500,0.233360776,0.022730000,0.056398976,0.233625418,0.014213057,0.148132424,-0.230337808,0.032708944,0.148906204,-0.230538930,0.026361804,0.703422853,-0.245617633,0.047756287,-0.203846230,0.033340963,0.050643590,0.002739388,-0.046451159,0.224293224,-0.020551999,0.780606461,-0.020688455,-0.049672277,-0.024035258,0.038165356,-0.039943665,0.002103981,0.007170724,-0.002295680,0.036480685,0.031283692,-0.089267565,0.040893818,0.003461088,0.411793634,0.012624942,-0.036614228,0.019855984,0.003763882,-0.046909300,-0.838458991,0.012042884,0.996829855,0.245163506,0.006616208,-0.018053628,-0.006296662,0.087889055,0.031723801,-0.206907104,-0.218012582,-0.017446424
5700,5.700000,step_2,0,5.701000,0.008533674,0.006380998,0.009809356,0.010036807,0.056867500,0.233360776,0.022730000,0.056392577,0.233628661,0.014213764,0.148132424,-0.230337808,0.032708944,0.148900872,-0.230539058,0.026377584,0.703574473,-0.245682927,0.047756566,-0.203854025,0.033338935,0.050642962,0.002722936,-0.046963322,0.224329784,-0.020535818,0.780847213,-0.020689448,-0.049665096,-0.024032061,0.038195899,-0.039955022,0.002104350,0.007193968,-0.002293993,0.036518642,0.031318428,-0.089452185,0.040898070,0.003461040,0.412131448,0.012639472,-0.036625060,0.020001284,0.003718519,-0.046872519,-0.838452215,0.012052768,0.996804962,0.245113980,0.006519225,-0.017990470,-0.006298875,0.087732665,0.031662371,-0.206770401,-0.217934885,-0.017424171
